user,CSS3,HTML,Googlemap,Memcached,name,Git,Cpp,jQueryUI,NumPy,Julia,SQL,Scala,HTMLDOM,Rust,Linux,JavaScript,Maven,Bootstrap3,MySQL,MongoDB,Python2x,MVC,FontAwesome,XPath,JSON,Eclipse,PostgreSQL,jQuery,Designpatterns,Nodejs,Chartjs,JSP,Java,Docker,W3C,XLink,Foundation,Echarts,XQuery,Highcharts,Kotlin,Pandas,C,Razor,ASP.NET,Scipy,XSLT,WebHosting,SQLite,AppML,Matplotlib,AngularJS,servlet,HTML5,ionic,DTD,PHP,Bootstrap4,SVG,XPointer,BrowserInformation,XSLFO,WebsiteBuilding,jQuery Mobile,Vue3,TCPIP,Redis,SOAP,Swift,algorithms,WebService,Perl,ASP,RDF,Svn,VBScript,XML,Vuejs,AJAX,WebPages,Django,TypeScript,C#,XMLDOM,Bootstrap5,Python,WebsiteQuality,Go,WSDL,CSS,XMLSchema,RSS,HTTP,R,WebForms,Markdown,Lua,AngularJS2,React,Ruby,jQueryEasyUI ,regular
user10,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
user11,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,0,0,2,2,2,2,2,0,2,0,0,2,0,2,2,0,2,2,2,0,2,0,0,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2
user12,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,0,0,7,7,0,0,7,7,7,7,7,7,7,0,7,7,0,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,0
user13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user14,9,9,9,9,0,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,0,9,9,0,9,0,9,9,0,9,9,0,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,0,9,9,0,9,9,0,0,9,0,9,0,9,9,9,9,9,9,9,0,0,0,9,0,9,9,9,9
user15,6,6,0,6,6,0,0,6,6,0,0,6,0,6,6,6,0,6,0,6,6,0,6,6,0,6,6,6,6,0,6,6,0,6,0,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,0,6,6,6,0,6
user16,9,9,0,9,9,9,0,9,0,9,0,0,0,9,9,9,0,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,0,9,0,0,0,0,9,9,9,9,0,9,0,9,0,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9
user17,9,9,9,9,9,9,0,9,9,9,0,9,9,9,0,9,0,9,9,0,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0
user18,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,0,3,3,3,0,3,0,3,3,0,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,0,3,3,3,0,3,3,3
user19,3,3,0,0,3,3,3,0,0,0,3,3,0,3,3,3,0,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
user20,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,7,7,7,7,7,0,7,7,7,0,0,0,7,0,0,7,7,7,7,0,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,0,7,7,7,0,7,7,0
user21,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,0,4,4,0,0,0,4,4,0,0,4,4,4,4,0,0,4,0,4,4,4,4,0,0,4,0
user22,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,0,4,0,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4
user23,10,10,10,10,0,10,10,10,0,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,10,10,0,10,10,0,0,0,10,0,10,10,10,0,10,10,10,0,10,0,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10
user24,5,5,5,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,0,0,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
user25,7,7,0,7,0,7,7,7,7,7,0,7,7,7,7,7,0,7,0,7,7,7,0,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7
user26,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
user27,6,6,0,6,0,6,6,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,0,0,6,6,6,6,6,6,0,0,6,6,6,6,6,0,6,6,6
user28,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,0,0,5,5,5,5,5,0,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5
user29,0,5,5,5,5,5,5,5,0,0,0,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,0,5,0,5,5,5,0,0,5,0,5,5,5,5,5,5,0,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
user30,0,7,0,7,7,7,7,0,7,0,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,0,7,7,0,7,7,7,7,0,0,7,7,7,0,7,0,7,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7
user31,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,0,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,0
user32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user33,6,0,6,6,0,6,6,0,0,6,0,6,6,0,6,0,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,0,0,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,0,6,0,6,0,6,6,6,0,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6,0,0,0,6,0,0,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6
user34,8,0,0,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,0,8,8,0,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,0,8,8,0,8,8,8,8,0
user35,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,0,0,10,0,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10
user36,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,0,0,2,2,0,2,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2
user37,9,9,0,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,0,9,9,9,0,0,9,9,9,9,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,0,9,9,9,9,0,9,0,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0,9
user38,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
user39,0,2,0,2,2,0,2,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,0,2,2,0,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0
user40,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,0,3,3,3,3,3,0,0,3,3,3,3,3,3,3,0,3,3,3,3,0,0,3,0,0,3
user41,3,3,3,3,3,3,3,3,3,0,0,3,3,0,3,0,3,0,3,3,0,3,3,3,3,0,3,3,3,0,3,3,3,0,3,0,3,0,3,0,3,3,3,3,3,0,0,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,0,3,3,3,0,0,3,3,3,3,0,3,3,0,3,3,3,3,3,0,3,0,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3
user42,9,9,9,9,9,0,9,9,9,0,9,9,9,0,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,0,9,9,9,9
user43,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,0,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,0,0,8,8,8,8,8,8,8,8,8,8
user44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user45,0,2,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,0,0,2,2,2,2,0,2,2,2,0,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,0,2,2,0,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,0,2,0,0,2,2,0,2,0,2,2,2,0,0,2,0,0
user46,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,0,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2
user47,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,0,8,8,0,0,8,0,8,8,8,8,8,8,8,0,8,8,0,0,8,8,8,0,8,0,8,8,0,8,0,8,8,0
user48,0,9,9,9,9,9,9,0,9,0,0,9,0,9,9,9,9,0,9,0,9,0,0,0,9,9,9,9,9,9,9,9,0,0,9,9,9,0,0,9,9,9,9,9,9,9,9,9,0,9,9,0,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,0,0,9,9,9,9,9,0,0,9,9
user49,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,0,10,0,0,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,0,10,10,10,10,0,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,10
user50,4,0,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,0,4,4,4,0,4,0,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
user51,0,7,0,0,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,0,0,7,7,7,0,7,7,7,0,7,7,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,0,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,0,0,7,7,7,0,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,0,7,7,7,0,7,7
user52,10,10,0,10,0,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,10,10,10,0,10,10,10,0,10,10,10,0,0,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,0,10,0,10,10,10,10,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,10,0,10,10,10,10,0
user53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user54,7,0,7,7,7,7,7,0,7,7,7,7,0,0,0,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,0,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
user55,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
user56,4,4,4,0,4,4,4,4,0,4,0,0,0,4,4,4,0,4,4,4,4,0,4,0,4,0,4,4,4,0,4,0,4,4,0,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,0,4,0,4,0,4,4,4,4,4,0,4,0,0,4,4
user57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user58,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,0,4,4,4,0,4,0,0,0,4,0,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,0,4,4,0,4,0,4,0,0,4,0,4,0,4,4,0,4,0,4,4,0,4,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,4,0,4,4,4
user59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user60,0,3,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,0,3,3,3,3,3,0,0,3,0,0,0,3,0,3,3,0,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3
user61,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8,0,0,8,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,0,8,8,8,8,0,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,0,8,0,0,8,8,8,8,8,8,0,8,8,8,8,8,8
